Container_ID,Commodity,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_g,Latitude,Longitude,Timestamp,Sensor_Status,Battery_Level,Transport_Mode
C1917,Banana,Chennai,Jaipur,14,70,0.44,8.707405,85.416586,01-08-2026 23:16,Active,80,Rail
C1918,Orange,Bengaluru,Delhi,7.9,64,0.46,20.344061,87.704341,01-08-2026 23:17,Active,93,Truck
C1919,Avocado,Bengaluru,Ahmedabad,10.4,79,0.66,20.016289,86.866428,01-08-2026 23:18,Active,73,Truck
C1920,Banana,Hyderabad,Ahmedabad,5.3,74,0.8,18.930627,86.62974,01-08-2026 23:19,Active,77,Truck
C1921,Avocado,Pune,Kolkata,10.3,77,1.24,13.514937,75.457172,01-08-2026 23:20,Active,87,Truck
C1922,Mango,Hyderabad,Ahmedabad,12.6,55,0.24,23.861745,78.894353,01-08-2026 23:21,Active,66,Truck
C1923,Mango,Mumbai,Jaipur,6.9,63,0.38,11.730679,87.649975,01-08-2026 23:22,Active,68,Truck
C1924,Mango,Pune,Ahmedabad,2.8,66,1.23,11.933639,88.218628,01-08-2026 23:23,Active,95,Truck
C1925,Mango,Bengaluru,Ahmedabad,3,60,0.63,13.673625,77.645507,01-08-2026 23:24,Active,77,Rail
C1926,Avocado,Chennai,Jaipur,2.1,72,1.15,8.148146,81.61035,01-08-2026 23:25,Low Battery,42,Truck
C1927,Banana,Hyderabad,Kolkata,9.8,72,1.4,17.701252,77.560994,01-08-2026 23:26,Active,67,Rail
C1928,Apple,Hyderabad,Delhi,12.6,78,1.03,15.757932,72.944485,01-08-2026 23:27,Active,62,Truck
C1929,Banana,Chennai,Lucknow,13.3,80,1.12,26.203396,74.29124,01-08-2026 23:28,Active,78,Rail
C1930,Mango,Bengaluru,Delhi,6.8,94,1.06,25.831988,80.496081,01-08-2026 23:29,Active,82,Rail
C1931,Avocado,Mumbai,Ahmedabad,10.2,57,1.46,23.084167,83.185835,01-08-2026 23:30,Active,54,Rail
C1932,Orange,Chennai,Ahmedabad,12.3,77,0.7,27.095411,87.358934,01-08-2026 23:31,Active,82,Rail
C1933,Orange,Mumbai,Delhi,4.5,64,1.32,25.962797,84.950222,01-08-2026 23:32,Active,85,Truck
C1934,Banana,Bengaluru,Ahmedabad,12.4,74,1.27,28.424247,88.289124,01-08-2026 23:33,Active,69,Truck
C1935,Banana,Chennai,Delhi,10.6,70,0.44,11.493877,87.579463,01-08-2026 23:34,Active,84,Rail
C1936,Avocado,Pune,Delhi,4.1,75,1.36,23.709331,75.636205,01-08-2026 23:35,Active,56,Truck
C1937,Orange,Mumbai,Lucknow,10.2,86,0.23,22.181583,86.38702,01-08-2026 23:36,Active,99,Truck
C1938,Apple,Bengaluru,Jaipur,6.9,79,1.02,24.094179,87.943092,01-08-2026 23:37,Active,67,Rail
C1939,Avocado,Chennai,Lucknow,5.8,62,0.22,23.181915,87.463976,01-08-2026 23:38,Active,87,Rail
C1940,Mango,Bengaluru,Ahmedabad,13.1,79,0.91,8.034409,73.021101,01-08-2026 23:39,Active,74,Rail
C1941,Apple,Chennai,Lucknow,12,63,0.83,20.333162,75.665336,01-08-2026 23:40,Active,65,Rail
C1942,Apple,Hyderabad,Jaipur,3.9,73,1.27,18.24657,79.520445,01-08-2026 23:41,Active,78,Truck
C1943,Orange,Mumbai,Ahmedabad,6.2,87,1.49,10.531012,88.448002,01-08-2026 23:42,Active,85,Truck
C1944,Banana,Bengaluru,Jaipur,5.8,79,0.18,24.609309,74.519587,01-08-2026 23:43,Active,85,Truck
C1945,Mango,Chennai,Lucknow,13.1,80,0.52,24.707749,87.05421,01-08-2026 23:44,Low Battery,50,Rail
C1946,Apple,Hyderabad,Kolkata,7.5,85,1.49,23.533141,78.452541,01-08-2026 23:45,Active,73,Truck
C1947,Orange,Hyderabad,Ahmedabad,7.1,63,0.55,24.221188,86.286615,01-08-2026 23:46,Low Battery,43,Truck
C1948,Orange,Bengaluru,Delhi,3.8,85,0.51,10.968869,75.599252,01-08-2026 23:47,Active,87,Rail
C1949,Orange,Chennai,Delhi,3.3,64,0.63,28.145361,83.210847,01-08-2026 23:48,Low Battery,50,Rail
C1950,Banana,Bengaluru,Ahmedabad,4.3,58,0.26,18.566421,77.585016,01-08-2026 23:49,Active,67,Truck
C1951,Avocado,Pune,Delhi,3.5,80,0.78,22.103674,87.750164,01-08-2026 23:50,Active,81,Rail
C1952,Banana,Mumbai,Jaipur,5.6,83,0.61,10.460008,73.36351,01-08-2026 23:51,Active,71,Truck
C1953,Orange,Bengaluru,Ahmedabad,9.4,91,0.77,22.22138,73.560128,01-08-2026 23:52,Active,77,Rail
C1954,Banana,Mumbai,Jaipur,5.9,63,0.24,9.301715,86.996529,01-08-2026 23:53,Active,90,Rail
C1955,Avocado,Mumbai,Lucknow,7.1,89,1.2,18.866797,73.054872,01-08-2026 23:54,Active,93,Truck
C1956,Mango,Pune,Kolkata,14.6,62,0.35,20.281603,74.96897,01-08-2026 23:55,Active,75,Truck
C1957,Avocado,Chennai,Delhi,3.7,68,1.01,9.800329,76.236548,01-08-2026 23:56,Active,88,Truck
C1958,Orange,Hyderabad,Delhi,5.9,89,0.34,28.030614,82.85963,01-08-2026 23:57,Active,55,Rail
C1959,Orange,Mumbai,Lucknow,7.8,91,0.79,14.415189,87.027922,01-08-2026 23:58,Active,62,Truck
C1960,Avocado,Bengaluru,Jaipur,10.6,57,0.43,11.85551,76.945202,01-08-2026 23:59,Active,93,Truck
C1961,Orange,Pune,Jaipur,6.7,63,1.12,16.651308,81.072502,02-08-2026 00:00,Active,56,Rail
C1962,Banana,Chennai,Kolkata,3.1,71,1.05,27.274086,74.363525,02-08-2026 00:01,Active,53,Truck
C1963,Apple,Pune,Ahmedabad,9.3,87,0.95,16.603573,74.532608,02-08-2026 00:02,Active,90,Truck
C1964,Orange,Hyderabad,Delhi,5.2,72,0.27,10.254798,81.048085,02-08-2026 00:03,Low Battery,44,Rail
C1965,Apple,Bengaluru,Ahmedabad,12.1,64,1.32,12.628192,72.162745,02-08-2026 00:04,Active,64,Truck
C1966,Avocado,Mumbai,Kolkata,4.3,74,0.92,24.539362,73.576419,02-08-2026 00:05,Active,62,Rail
C1967,Orange,Mumbai,Lucknow,3.3,58,0.34,27.403461,78.427795,02-08-2026 00:06,Active,62,Rail
C1968,Banana,Bengaluru,Ahmedabad,9.7,71,0.11,18.528091,74.565606,02-08-2026 00:07,Low Battery,48,Rail
C1969,Avocado,Pune,Ahmedabad,13.9,95,1.46,22.5038,76.110342,02-08-2026 00:08,Active,78,Truck
C1970,Banana,Bengaluru,Kolkata,14.8,84,0.8,13.654371,79.058124,02-08-2026 00:09,Active,100,Truck
C1971,Apple,Chennai,Jaipur,7.3,75,1.28,21.010872,73.265438,02-08-2026 00:10,Active,55,Truck
C1972,Avocado,Pune,Lucknow,11.7,90,1.4,24.571112,72.176462,02-08-2026 00:11,Active,100,Truck
C1973,Banana,Chennai,Ahmedabad,8.5,89,1.08,16.312165,82.168729,02-08-2026 00:12,Active,98,Rail
C1974,Mango,Mumbai,Jaipur,14.9,88,1.06,8.868298,79.402759,02-08-2026 00:13,Low Battery,50,Truck
C1975,Avocado,Bengaluru,Kolkata,6.8,63,0.82,27.525914,78.974917,02-08-2026 00:14,Active,64,Truck
C1976,Apple,Hyderabad,Ahmedabad,13.9,70,1.26,25.44093,86.153802,02-08-2026 00:15,Active,58,Rail
C1977,Apple,Mumbai,Delhi,4.8,95,0.9,12.457995,77.029527,02-08-2026 00:16,Active,99,Rail
C1978,Orange,Chennai,Delhi,13,58,0.6,20.61837,77.421105,02-08-2026 00:17,Active,62,Rail
C1979,Mango,Bengaluru,Ahmedabad,7.2,55,0.24,18.086945,73.398272,02-08-2026 00:18,Active,72,Truck
C1980,Banana,Bengaluru,Lucknow,2.1,71,0.42,16.104856,76.938202,02-08-2026 00:19,Active,67,Rail
C1981,Avocado,Bengaluru,Delhi,14.9,83,0.33,15.251624,79.160343,02-08-2026 00:20,Active,62,Truck
C1982,Apple,Bengaluru,Ahmedabad,2.5,80,0.69,14.789877,72.521508,02-08-2026 00:21,Active,82,Rail
C1983,Avocado,Pune,Lucknow,7.5,90,0.79,21.975598,74.102661,02-08-2026 00:22,Active,88,Rail
C1984,Mango,Bengaluru,Delhi,3.4,61,1.21,10.585533,77.677989,02-08-2026 00:23,Low Battery,40,Rail
C1985,Banana,Pune,Jaipur,14.7,55,0.71,13.934066,80.017833,02-08-2026 00:24,Active,88,Truck
C1986,Orange,Pune,Jaipur,4.4,72,1.17,25.71542,88.405241,02-08-2026 00:25,Active,55,Rail
C1987,Avocado,Bengaluru,Jaipur,11.1,87,0.96,11.867714,86.105387,02-08-2026 00:26,Active,80,Truck
C1988,Mango,Bengaluru,Delhi,7.2,72,1.49,27.046516,79.033999,02-08-2026 00:27,Active,79,Truck
C1989,Banana,Pune,Delhi,7.3,74,1.08,28.092549,75.659291,02-08-2026 00:28,Active,67,Rail
C1990,Avocado,Hyderabad,Delhi,6,72,0.61,27.331474,83.741162,02-08-2026 00:29,Active,55,Truck
C1991,Avocado,Pune,Jaipur,2,75,0.4,17.677192,86.989953,02-08-2026 00:30,Low Battery,46,Rail
C1992,Banana,Bengaluru,Kolkata,6.7,74,0.26,21.713425,83.268865,02-08-2026 00:31,Active,89,Rail
C1993,Apple,Mumbai,Ahmedabad,11.7,92,0.84,15.617642,82.729098,02-08-2026 00:32,Active,53,Truck
C1994,Avocado,Bengaluru,Jaipur,3.7,93,0.27,20.02451,87.050918,02-08-2026 00:33,Active,81,Rail
C1995,Avocado,Bengaluru,Lucknow,3,89,0.97,14.180267,79.824276,02-08-2026 00:34,Active,88,Truck
C1996,Avocado,Mumbai,Kolkata,3.7,81,0.87,13.176773,86.471743,02-08-2026 00:35,Active,94,Rail
C1997,Banana,Mumbai,Delhi,10.2,62,1.38,9.388024,78.913569,02-08-2026 00:36,Active,99,Truck
C1998,Orange,Bengaluru,Ahmedabad,5.6,63,0.51,27.59396,73.003091,02-08-2026 00:37,Active,84,Rail
C1999,Orange,Pune,Ahmedabad,13.3,59,0.33,23.38992,78.338482,02-08-2026 00:38,Active,89,Rail
C2000,Mango,Mumbai,Ahmedabad,4.4,65,0.9,20.138311,72.146212,02-08-2026 00:39,Active,99,Rail
